code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
000738,中信建投货币A,中信建投基金管理有限公司,黄海浩 ,Money,2014-08-05,2014-08-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000739,平安新鑫A,平安基金管理有限公司,刘俊廷 张晓泉 ,Hybrid,2015-01-29,2015-01-29,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
000740,兴银货币B,兴银基金管理有限责任公司,傅峤钰 李文程 ,Money,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000741,兴银货币A,兴银基金管理有限责任公司,傅峤钰 李文程 ,Money,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000742,国泰新经济,国泰基金管理有限公司,彭凌志 ,Hybrid,2014-09-16,2014-09-16,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证综合债券指数
000743,红塔盛世,红塔红土基金管理有限公司,陈纪靖 ,Hybrid,2014-09-18,2014-09-18,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数
000744,北信稳债A,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×中债-信用债总指数
000745,北信稳债C,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×中债-信用债总指数
000746,招商行业,招商基金管理有限公司,贾成东 ,Stock,2014-09-03,2014-09-03,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中证全债指数
000747,广发逆向,广发基金管理有限公司,程琨 ,Hybrid,2014-09-04,2014-09-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
000748,广发活期宝A,广发基金管理有限公司,任爽 温秀娟 ,Money,2014-08-28,2014-08-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000749,国金鑫安保本,国金基金管理有限公司,,Other,2014-08-27,2014-08-27,2017-11-15,2017-11-15,100.0％×一年定期存款利率(税后)
000750,安信现金增利A,安信基金管理有限责任公司,任凭 肖芳芳 杨凯玮 ,Money,2014-11-24,2014-11-24,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000751,嘉实产业,嘉实基金管理有限公司,归凯 ,Stock,2014-09-17,2014-09-17,0000-00-00,0000-00-00,5.0％×中债-总指数+95.0％×中证新兴产业指数
000752,博时信用债,博时基金管理有限公司,,Bond,2014-09-15,2014-09-15,2018-01-23,2018-01-23,10.0％×活期存款利率(税后)+90.0％×中债-企业债总指数
000753,华宝量化A,华宝基金管理有限公司,徐林明 ,Hybrid,2014-09-17,2014-09-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
000754,华宝量化C,华宝基金管理有限公司,徐林明 ,Hybrid,2014-09-17,2014-09-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
000755,富安达新兴,富安达基金管理有限公司,孙绍冰 ,Hybrid,2014-09-11,2014-09-11,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×中证新兴产业指数
000756,建信新蓝筹,建信基金管理有限责任公司,许杰 ,Stock,2014-09-10,2014-09-10,0000-00-00,0000-00-00,15.0％×中债-总指数+85.0％×沪深300指数
000757,华富城市,华富基金管理有限公司,高靖瑜 龚炜 ,Hybrid,2014-10-31,2014-10-31,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
000758,招商招钱宝C,招商基金管理有限公司,向霈 ,Money,2014-08-29,2014-08-29,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000759,平安财富宝,平安基金管理有限公司,周琛 ,Money,2014-08-21,2014-08-21,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000760,工银财富A,工银瑞信基金管理有限公司,姚璐伟 ,Money,2015-06-19,2015-06-19,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000761,国富健康,国海富兰克林基金管理有限公司,王晓宁 ,Stock,2014-09-23,2014-09-23,0000-00-00,0000-00-00,85.0％×沪深300指数+15.0％×中债-国债总指数-全价指数
000762,汇添富绝对收益,汇添富基金管理股份有限公司,顾耀强 吴江宏 ,Hybrid,2017-03-15,2017-03-15,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
000763,工银新财富,工银瑞信基金管理有限公司,李昱 欧阳凯 魏欣 ,Hybrid,2014-09-19,2014-09-19,0000-00-00,0000-00-00,55.0％×沪深300指数+45.0％×中债-综合指数
000764,万家货币E,万家基金管理有限公司,陈佳昀 ,Money,2014-08-22,2014-08-22,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000765,上投岁岁盈B,上投摩根基金管理有限公司,,Bond,2014-08-28,2014-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%
000766,上投岁岁盈D,上投摩根基金管理有限公司,,Bond,2014-08-28,2014-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%
000767,华富国泰,华富基金管理有限公司,龚炜 张亮 ,Hybrid,2015-02-04,2015-02-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
000768,长城久盈,长城基金管理有限公司,,Bond,2019-01-23,2019-01-23,2019-04-26,2019-04-26,100.0％×中债-综合指数-全价指数
000769,长城久盈A,长城基金管理有限公司,,Bond,2014-10-28,2014-10-28,2019-01-23,2019-01-23,100.0％×中债-综合指数-全价指数
000770,长城久盈B,长城基金管理有限公司,,Bond,2014-10-28,2014-10-28,2019-01-23,2019-01-23,100.0％×中债-综合指数-全价指数
000771,诺安聚鑫宝A,诺安基金管理有限公司,谢志华 ,Money,2014-09-01,2014-09-01,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000772,景顺回报,景顺长城基金管理有限公司,刘晓明 ,Hybrid,2014-11-06,2014-11-06,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加3%
000773,万家现金宝A,万家基金管理有限公司,陈佳昀 侯慧娣 ,Money,2014-09-23,2014-09-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000774,天弘瑞利,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数
000775,天弘瑞利A,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数
000776,天弘瑞利B,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数
000778,鹏华制造,鹏华基金管理有限公司,袁航 ,Stock,2014-11-04,2014-11-04,0000-00-00,0000-00-00,20.0％×中证综合债券指数+80.0％×中证装备产业指数
000779,诺安聚鑫宝B,诺安基金管理有限公司,谢志华 ,Money,2014-09-04,2014-09-04,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000780,鹏华医疗,鹏华基金管理有限公司,金笑非 郎超 ,Stock,2014-09-23,2014-09-23,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证医药卫生指数
000781,国投岁增利A,国投瑞银基金管理有限公司,宋璐 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数
000782,国投岁增利C,国投瑞银基金管理有限公司,宋璐 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数
000783,博时月月盈A,博时基金管理有限公司,黄海峰 ,Bond,2014-09-22,2014-09-22,0000-00-00,0000-00-00,100.0％×上海银行间同业拆放利率(Shibor)-1个月
000784,博时月月盈R,博时基金管理有限公司,黄海峰 ,Bond,2014-09-22,2014-09-22,0000-00-00,0000-00-00,100.0％×上海银行间同业拆放利率(Shibor)-1个月
000785,华融货币A,华融证券股份有限公司,桑劲乔 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000786,华融货币B,华融证券股份有限公司,桑劲乔 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000787,华融货币C,华融证券股份有限公司,桑劲乔 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000788,前海成长,前海开源基金管理有限公司,王霞 ,Hybrid,2014-09-29,2014-09-29,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数
000789,易方达龙宝A,易方达基金管理有限公司,梁莹 石大怿 ,Money,2014-09-12,2014-09-12,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000790,易方达龙宝B,易方达基金管理有限公司,梁莹 石大怿 ,Money,2014-09-12,2014-09-12,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000791,银华双月债A,银华基金管理股份有限公司,李晓彬 王树丽 ,Bond,2014-09-05,2014-09-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000792,招商定期宝,招商基金管理有限公司,许强 ,Bond,2017-06-16,2017-06-16,0000-00-00,0000-00-00,100.0％×六个月定期存款利率(税后)的1.1倍
000793,工银高端制造,工银瑞信基金管理有限公司,黄安乐 ,Stock,2014-10-22,2014-10-22,0000-00-00,0000-00-00,15.0％×中债-综合指数+85.0％×中证中游制造产业指数
000794,宝盈睿丰A/B,宝盈基金管理有限公司,杨思亮 朱建明 ,Hybrid,2014-09-26,2014-09-26,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中债-综合指数-全价指数
000796,宝盈睿丰C,宝盈基金管理有限公司,杨思亮 朱建明 ,Hybrid,2014-09-26,2014-09-26,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中债-综合指数-全价指数
000797,方正金小宝,方正富邦基金管理有限公司,程同朦 ,Money,2014-09-24,2014-09-24,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000798,民生季度理财,民生加银基金管理有限公司,李文君 杨林耘 ,Bond,2018-09-26,2018-09-26,0000-00-00,0000-00-00,100.0％×同期三个月银行定期存款利率(税后)
000799,民生家盈,民生加银基金管理有限公司,李文君 杨林耘 ,Bond,2018-08-13,2018-08-13,0000-00-00,0000-00-00,100.0％×六个月定期存款利率(税后)加1%
000800,华商未来,华商基金管理有限公司,翟金林 ,Hybrid,2014-10-14,2014-10-14,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×沪深300指数
000801,中金纯债A,中金基金管理有限公司,石玉 ,Bond,2014-11-04,2014-11-04,0000-00-00,0000-00-00,100.0％×中证全债指数
000802,中金纯债C,中金基金管理有限公司,石玉 ,Bond,2014-11-04,2014-11-04,0000-00-00,0000-00-00,100.0％×中证全债指数
000803,工银研究,工银瑞信基金管理有限公司,宋炳珅 ,Stock,2014-10-23,2014-10-23,0000-00-00,0000-00-00,85.0％×中证800指数+15.0％×中债-综合指数
000804,中信建投稳利A,中信建投基金管理有限公司,周户 ,Hybrid,2018-10-18,2018-10-18,0000-00-00,0000-00-00,80.0％×中债-总指数+20.0％×沪深300指数
000805,中银新经济,中银基金管理有限公司,陈军 王睿 ,Hybrid,2014-09-30,2014-09-30,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
000806,信诚3月债A,中信保诚基金管理有限公司,,Bond,2014-10-22,2014-10-22,2015-10-29,2015-12-21,
000807,信诚3月债B,中信保诚基金管理有限公司,,Bond,2014-10-22,2014-10-22,2015-10-29,2015-12-21,
000808,招商1月债A,招商基金管理有限公司,向霈 ,Bond,2014-09-25,2014-09-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000809,招商1月债B,招商基金管理有限公司,向霈 ,Bond,2014-09-25,2014-09-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000810,富国收益A,富国基金管理有限公司,俞晓斌 张明凯 ,Bond,2014-10-28,2014-10-28,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000812,富国收益C,富国基金管理有限公司,俞晓斌 张明凯 ,Bond,2014-10-28,2014-10-28,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000813,鑫元合享,鑫元基金管理有限公司,,Bond,2014-10-15,2014-10-15,2018-11-13,2018-11-13,100.0％×两年定期存款利率(税后)加1%
000814,鑫元合享C,鑫元基金管理有限公司,王海燕 郑文旭 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×两年定期存款利率(税后)
000815,鑫元合享A,鑫元基金管理有限公司,王海燕 郑文旭 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×两年定期存款利率(税后)
000816,南方理财金A,南方基金管理股份有限公司,蔡奕奕 ,Money,2014-12-05,2014-12-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000817,中银安心,中银基金管理有限公司,白洁 周毅 ,Bond,2014-10-24,2014-10-24,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)的1.5倍
000818,诺安天天宝C,诺安基金管理有限公司,谢志华 周建树 ,Money,2014-09-24,2014-09-24,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000819,新华30债,新华基金管理股份有限公司,,Bond,2014-09-26,2014-09-26,2016-04-25,2016-04-25,100.0％×七天通知存款利率(税后)
000820,华安高分红A,华安基金管理有限公司,,Stock,2014-11-14,2014-11-14,2015-12-08,2015-12-08,5.0％×同业存款利息率+95.0％×中证高分红指数
000821,华安高分红C,华安基金管理有限公司,,Stock,2014-11-14,2014-11-14,2015-12-08,2015-12-08,5.0％×同业存款利息率+95.0％×中证高分红指数
000822,东海美丽中国,东海基金管理有限责任公司,胡德军 ,Hybrid,2014-11-14,2014-11-14,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
000823,银华高端,银华基金管理股份有限公司,薄官辉 ,Hybrid,2014-11-13,2014-11-13,0000-00-00,0000-00-00,50.0％×中证全债指数+50.0％×申银万国制造业指数
000824,圆信双红利A,圆信永丰基金管理有限公司,范妍 李明阳 ,Hybrid,2014-11-19,2014-11-19,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中债-综合指数
000825,圆信双红利C,圆信永丰基金管理有限公司,范妍 李明阳 ,Hybrid,2014-11-19,2014-11-19,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中债-综合指数
000826,广发百发100A,广发基金管理有限公司,季峰 ,Stock,2014-10-30,2014-10-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证百度百发策略100指数
000827,广发百发100E,广发基金管理有限公司,季峰 ,Stock,2014-10-30,2014-10-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证百度百发策略100指数
000828,泰达机遇,泰达宏利基金管理有限公司,王鹏 ,Stock,2014-11-18,2014-11-18,0000-00-00,0000-00-00,85.0％×中证800指数+15.0％×中证综合债券指数
000829,易方达天天发A,易方达基金管理有限公司,石大怿 ,Money,2017-02-16,2017-02-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000830,易方达天天发B,易方达基金管理有限公司,石大怿 ,Money,2017-02-16,2017-02-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000831,工银医疗,工银瑞信基金管理有限公司,谭冬寒 赵蓓 ,Stock,2014-11-18,2014-11-18,0000-00-00,0000-00-00,15.0％×中债-综合指数+85.0％×中证医药卫生指数
000832,天弘货币C,天弘基金管理有限公司,李晨 王登峰 ,Money,2014-10-15,2014-10-15,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000833,易方达季季盈A,易方达基金管理有限公司,梁莹 石大怿 ,Bond,2017-06-15,2017-06-15,0000-00-00,0000-00-00,100.0％×三个月定期存款利率(税后)
000834,大成纳指,大成基金管理有限公司,冉凌浩 ,QDII,2014-11-13,2014-11-13,0000-00-00,0000-00-00,100.0％×纳斯达克100指数
000835,华润中国A50,华润元大基金管理有限公司,陈剑波 李武群 ,Stock,2014-11-20,2014-11-20,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×富时中国A50指数
000836,国投钱多宝A,国投瑞银基金管理有限公司,李达夫 颜文浩 ,Money,2014-10-17,2014-10-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000837,国投钱多宝I,国投瑞银基金管理有限公司,李达夫 颜文浩 ,Money,2014-10-17,2014-10-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000839,上投丰利A,上投摩根基金管理有限公司,刘阳 聂曙光 ,Bond,2014-11-18,2014-11-18,0000-00-00,0000-00-00,100.0％×中证综合债券指数
000840,上投丰利C,上投摩根基金管理有限公司,刘阳 聂曙光 ,Bond,2014-11-18,2014-11-18,0000-00-00,0000-00-00,100.0％×中证综合债券指数
000841,富国新回报A/B,富国基金管理有限公司,蔡耀华 肖威兵 于鹏 俞晓斌 ,Hybrid,2014-11-26,2014-11-26,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
000843,富国新回报C,富国基金管理有限公司,蔡耀华 肖威兵 于鹏 俞晓斌 ,Hybrid,2014-11-26,2014-11-26,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
000844,南方绝对收益,南方基金管理股份有限公司,李佳亮 ,Hybrid,2014-12-01,2014-12-01,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加2%
000845,国投信息,国投瑞银基金管理有限公司,汤海波 吴潇 ,Hybrid,2014-12-03,2014-12-03,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
000846,中融货币C,中融基金管理有限公司,李倩 朱柏蓉 ,Money,2014-10-21,2014-10-21,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000847,中融货币A,中融基金管理有限公司,李倩 朱柏蓉 ,Money,2014-10-21,2014-10-21,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000848,工银添益,工银瑞信基金管理有限公司,王朔 姚璐伟 ,Money,2014-10-22,2014-10-22,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000849,汇丰双核A,汇丰晋信基金管理有限公司,是星涛 ,Hybrid,2014-11-26,2014-11-26,0000-00-00,0000-00-00,60.0％×中证800指数+40.0％×中债-新综合指数
000850,汇丰双核C,汇丰晋信基金管理有限公司,是星涛 ,Hybrid,2014-11-26,2014-11-26,0000-00-00,0000-00-00,60.0％×中证800指数+40.0％×中债-新综合指数
000854,鹏华产业,鹏华基金管理有限公司,王宗合 ,Stock,2014-12-02,2014-12-02,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中证综合债券指数
000855,上投天添盈A,上投摩根基金管理有限公司,鞠婷 ,Money,2014-11-25,2014-11-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000856,上投天添盈B,上投摩根基金管理有限公司,鞠婷 ,Money,2014-11-25,2014-11-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000857,上投天添盈E,上投摩根基金管理有限公司,鞠婷 ,Money,2014-11-25,2014-11-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000859,融通通瑞C,融通基金管理有限公司,何天翔 朱浩然 ,Bond,2014-11-14,2014-11-14,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000860,银华惠增利,银华基金管理股份有限公司,李晓彬 刘谢冰 ,Money,2014-11-14,2014-11-14,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000861,长城货币E,长城基金管理有限公司,邹德立 ,Money,2015-04-01,2015-04-01,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000862,富国货币C,富国基金管理有限公司,吴旅忠 张波 ,Money,2014-11-03,2014-11-03,0000-00-00,0000-00-00,100.0％×活期存款利率
000863,富国货币D,富国基金管理有限公司,吴旅忠 张波 ,Money,2014-11-03,2014-11-03,0000-00-00,0000-00-00,100.0％×活期存款利率
000865,大成景利,大成基金管理有限公司,,Hybrid,2014-12-09,2014-12-09,2019-01-10,2019-01-10,100.0％×三年定期存款利率(税后)加2%
000866,华宝制造,华宝基金管理有限公司,贺喆 ,Stock,2014-12-10,2014-12-10,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×申银万国制造业指数
000867,华宝生活,华宝基金管理有限公司,光磊 ,Stock,2015-01-21,2015-01-21,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×沪深300指数
000868,国投增利宝A,国投瑞银基金管理有限公司,李达夫 颜文浩 ,Money,2014-11-13,2014-11-13,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000869,国投增利宝B,国投瑞银基金管理有限公司,李达夫 颜文浩 ,Money,2014-11-13,2014-11-13,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000870,嘉实新收益,嘉实基金管理有限公司,姚志鹏 ,Hybrid,2014-12-10,2014-12-10,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
000871,北信宜投宝A,北信瑞丰基金管理有限公司,辇大吉 ,Money,2014-11-20,2014-11-20,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000872,北信宜投宝B,北信瑞丰基金管理有限公司,辇大吉 ,Money,2014-11-20,2014-11-20,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000873,华安现金宝A,华安基金管理有限公司,孙丽娜 郑可成 ,Money,2017-03-10,2017-03-10,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000874,华安现金宝B,华安基金管理有限公司,孙丽娜 郑可成 ,Money,2017-03-10,2017-03-10,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000875,建信稳定得利A,建信基金管理有限责任公司,黎颖芳 ,Bond,2014-12-02,2014-12-02,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000876,建信稳定得利C,建信基金管理有限责任公司,黎颖芳 ,Bond,2014-12-02,2014-12-02,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000877,华泰优选,华泰柏瑞基金管理有限公司,盛豪 田汉卿 ,Hybrid,2014-12-17,2014-12-17,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数
000878,中海医药A,中海基金管理有限公司,易小金 ,Hybrid,2014-12-17,2014-12-17,0000-00-00,0000-00-00,50.0％×中证全债指数+50.0％×中证医药卫生指数
000879,中海医药C,中海基金管理有限公司,易小金 ,Hybrid,2014-12-17,2014-12-17,0000-00-00,0000-00-00,50.0％×中证全债指数+50.0％×中证医药卫生指数
000880,富国研究,富国基金管理有限公司,刘莉莉 汪孟海 ,Hybrid,2014-12-12,2014-12-12,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中债-综合指数
000882,中金现金A,中金基金管理有限公司,石玉 ,Money,2014-11-28,2014-11-28,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000883,中金现金B,中金基金管理有限公司,石玉 ,Money,2014-11-28,2014-11-28,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000884,民生优选,民生加银基金管理有限公司,蒯学章 ,Stock,2014-12-19,2014-12-19,0000-00-00,0000-00-00,85.0％×沪深300指数+15.0％×中证国债指数
000885,广发全球农业美元现汇,广发基金管理有限公司,刘杰 ,QDII,2015-01-16,2015-01-16,0000-00-00,0000-00-00,100.0％×标普全球农业指数
000886,北信互联,北信瑞丰基金管理有限公司,,Hybrid,2014-12-24,2014-12-24,2017-12-26,2017-12-26,60.0％×中证800指数+40.0％×中证综合债券指数
000887,上投稳进,上投摩根基金管理有限公司,聂曙光 ,Hybrid,2015-01-27,2015-01-27,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
000889,上投纯债添利A,上投摩根基金管理有限公司,刘阳 唐瑭 ,Bond,2014-12-24,2014-12-24,0000-00-00,0000-00-00,100.0％×中证综合债券指数
000890,上投纯债添利C,上投摩根基金管理有限公司,刘阳 唐瑭 ,Bond,2014-12-24,2014-12-24,0000-00-00,0000-00-00,100.0％×中证综合债券指数
000891,博时现金宝B,博时基金管理有限公司,倪玉娟 ,Money,2014-11-21,2014-11-21,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000892,九泰天宝A,九泰基金管理有限公司,刘勇 ,Hybrid,2015-07-23,2015-07-23,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×沪深300指数
000893,工银创新,工银瑞信基金管理有限公司,杨鑫鑫 ,Stock,2014-12-11,2014-12-11,0000-00-00,0000-00-00,80.0％×中证800指数+20.0％×中债-综合指数
000894,中欧睿达,中欧基金管理有限公司,郭睿 黄华 蒋雯文 ,Hybrid,2014-12-01,2014-12-01,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.5%
000895,国寿薪金宝,国寿安保基金管理有限公司,桑迎 ,Money,2014-11-20,2014-11-20,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000896,鑫元聚鑫A,鑫元基金管理有限公司,丁玥 王美芹 ,Bond,2018-04-11,2018-04-11,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中证全债指数
000897,鑫元聚鑫C,鑫元基金管理有限公司,丁玥 王美芹 ,Bond,2018-04-11,2018-04-11,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中证全债指数
000898,华富恒稳A,华富基金管理有限公司,姚姣姣 ,Bond,2014-12-17,2014-12-17,0000-00-00,0000-00-00,100.0％×中证全债指数
000899,华富恒稳C,华富基金管理有限公司,姚姣姣 ,Bond,2014-12-17,2014-12-17,0000-00-00,0000-00-00,100.0％×中证全债指数
000900,新华阿鑫一号,新华基金管理股份有限公司,,Other,2014-12-02,2014-12-02,2017-12-05,2017-12-05,100.0％×一年定期存款利率(税后)加1%的1.5倍
000901,国开货币A,国开泰富基金管理有限责任公司,王婷婷 ,Money,2015-01-14,2015-01-14,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000902,国开货币B,国开泰富基金管理有限责任公司,王婷婷 ,Money,2015-01-14,2015-01-14,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000903,新华活期添利A,新华基金管理股份有限公司,王滨 ,Money,2014-12-04,2014-12-04,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000904,银华回报,银华基金管理股份有限公司,王斌 ,Hybrid,2014-12-12,2014-12-12,0000-00-00,0000-00-00,5.0％
000905,鹏华安盈宝,鹏华基金管理有限公司,李可颖 叶朝明 ,Money,2015-01-27,2015-01-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000906,广发全球精选美元现汇,广发基金管理有限公司,余昊 ,QDII,2015-01-16,2015-01-16,0000-00-00,0000-00-00,40.0％×香港恒生指数+60.0％×MSCI全球股票指数(MSCI World Indexsm)
000907,农银红利货币A,农银汇理基金管理有限公司,许娅 ,Money,2014-12-19,2014-12-19,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000908,农银红利货币B,农银汇理基金管理有限公司,许娅 ,Money,2014-12-19,2014-12-19,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000909,鑫元合丰,鑫元基金管理有限公司,,Bond,2014-12-16,2014-12-16,2016-12-27,2016-12-27,100.0％×两年定期存款利率(税后)加1%
000910,鑫元合丰C,鑫元基金管理有限公司,王海燕 颜昕 ,Bond,2016-12-27,2016-12-27,0000-00-00,0000-00-00,100.0％×两年定期存款利率(税后)
000911,鑫元合丰A,鑫元基金管理有限公司,王海燕 颜昕 ,Bond,2016-12-27,2016-12-27,0000-00-00,0000-00-00,100.0％×两年定期存款利率(税后)
000912,英大现金宝,英大基金管理有限公司,易祺坤 ,Money,2014-12-10,2014-12-10,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000913,农银医疗,农银汇理基金管理有限公司,赵伟 ,Stock,2015-02-10,2015-02-10,0000-00-00,0000-00-00,20.0％×中证全债指数+80.0％×中证医药卫生指数
000914,中加纯债,中加基金管理有限公司,闫沛贤 ,Bond,2016-12-23,2016-12-23,0000-00-00,0000-00-00,100.0％×中证全债指数
