code,symbol,issuer,fund_type,manager_0,manager_1,manager_2,manager_3,manager_4
20015,国泰区位,国泰基金管理有限公司,Hybrid,饶玉涵,,,,
161115,易方达岁丰,易方达基金管理有限公司,Bond,胡剑,,,,
115,嘉实如意宝C,嘉实基金管理有限公司,Bond,刘宁,,,,
260115,景顺中小盘,景顺长城基金管理有限公司,Hybrid,李孟海,,,,
233015,大摩量化,摩根士丹利华鑫基金管理有限公司,Hybrid,陈健夫,夏青,,,
519115,浦银红利,浦银安盛基金管理有限公司,Hybrid,陈蔚丰,,,,
200015,长城优化,长城基金管理有限公司,Hybrid,张捷,,,,
160215,国泰价值,国泰基金管理有限公司,Hybrid,周伟锋,,,,
70015,嘉实多元A,嘉实基金管理有限公司,Bond,王茜,,,,
159915,易方达创业板ETF,易方达基金管理有限公司,Stock,成曦,刘树荣,,,
160415,华安多因子,华安基金管理有限公司,Hybrid,马丁,孙晨进,,,
160615,鹏华300A,鹏华基金管理有限公司,Stock,张羽翔,,,,
530015,建信深证60ETF联接A,建信基金管理有限责任公司,Stock,薛玲,,,,
202015,南方300ETF联接A,南方基金管理股份有限公司,Stock,罗文杰,,,,
206015,鹏华纯债,鹏华基金管理有限公司,Bond,王石千,,,,
400015,东方新能源,东方基金管理有限责任公司,Hybrid,李瑞,,,,
660015,农银行业,农银汇理基金管理有限公司,Hybrid,郭世凯,,,,
40015,华安灵活,华安基金管理有限公司,Hybrid,蒋璆,,,,
160515,博时安丰18债A,博时基金管理有限公司,Bond,程卓,,,,
161612,融通深成A/B,融通基金管理有限公司,Stock,蔡志伟,,,,
90012,大成深成长ETF联接,大成基金管理有限公司,Stock,张钟玉,,,,
540012,汇丰恒生A,汇丰晋信基金管理有限公司,Stock,方磊,,,,
360012,光大小盘,光大保德信基金管理有限公司,Hybrid,戴奇雷,,,,
110012,易方达科汇,易方达基金管理有限公司,Hybrid,付浩,祁禾,,,
165512,信诚机遇,中信保诚基金管理有限公司,Hybrid,吴昊,,,,
163412,兴全轻资产,兴全基金管理有限公司,Hybrid,董理,,,,
180012,银华富裕,银华基金管理股份有限公司,Hybrid,焦巍,,,,
80012,长盛电子,长盛基金管理有限公司,Hybrid,钱文礼,,,,
395012,中海强债C,中海基金管理有限公司,Bond,王含嫣,,,,
128112,国投优化C,国投瑞银基金管理有限公司,Bond,蔡玮菁,董晗,,,
217012,招商领先A,招商基金管理有限公司,Hybrid,吴昊,,,,
519112,浦银收益C,浦银安盛基金管理有限公司,Bond,章潇枫,钟明,,,
312,华安量化A,华安基金管理有限公司,Stock,孙晨进,许之彦,,,
233012,大摩多元A,摩根士丹利华鑫基金管理有限公司,Bond,李轶,,,,
260112,景顺能源,景顺长城基金管理有限公司,Hybrid,鲍无可,,,,
240012,华宝债券A,华宝基金管理有限公司,Bond,李栋梁,詹杰,,,
519712,交银核心,交银施罗德基金管理有限公司,Hybrid,何帅,,,,
20012,国泰债券C,国泰基金管理有限公司,Bond,吴晨,,,,
481012,工银深红利ETF联接A,工银瑞信基金管理有限公司,Stock,赵栩,,,,
202212,南方平衡,南方基金管理股份有限公司,Hybrid,黄春逢,,,,
159912,汇添富300ETF,汇添富基金管理股份有限公司,Stock,过蓓蓓,赖中立,,,
70012,嘉实海外,嘉实基金管理有限公司,QDII,蒋一茜,,,,
162212,泰达红利,泰达宏利基金管理有限公司,Hybrid,刘欣,,,,
530012,建信积配,建信基金管理有限责任公司,Hybrid,姚锦,,,,
160612,鹏华丰收,鹏华基金管理有限公司,Bond,刘太阳,,,,
160212,国泰优势,国泰基金管理有限公司,Hybrid,杨飞,,,,
200012,长城中小盘,长城基金管理有限公司,Hybrid,何以广,,,,
320012,诺安主题,诺安基金管理有限公司,Hybrid,罗春蕾,,,,
160512,博时卓越,博时基金管理有限公司,Hybrid,王增财,,,,
163812,中银双利B,中银基金管理有限公司,Bond,奚鹏洲,,,,
40012,华安强债A,华安基金管理有限公司,Bond,苏玉平,,,,
660012,农银消费A,农银汇理基金管理有限公司,Hybrid,付娟,徐文卉,,,
161812,银华100,银华基金管理股份有限公司,Stock,周毅,,,,
50012,博时策略,博时基金管理有限公司,Hybrid,孙少锋,,,,
121012,国投优化A/B,国投瑞银基金管理有限公司,Bond,蔡玮菁,董晗,,,
206012,鹏华价值精选,鹏华基金管理有限公司,Stock,张航,,,,
162712,广发聚利A,广发基金管理有限公司,Bond,代宇,,,,
519985,长信纯债A,长信基金管理有限责任公司,Bond,张文琍,,,,
85,博时安盈C,博时基金管理有限公司,Bond,黄海峰,,,,
519685,交银双利C,交银施罗德基金管理有限公司,Bond,唐赟,,,,
385,景顺景颐双利A,景顺长城基金管理有限公司,Bond,毛从容,,,,
519185,万家精选,万家基金管理有限公司,Hybrid,李文宾,莫海波,,,
185,工银添福B,工银瑞信基金管理有限公司,Bond,李昱,张洋,,,
171,易方达裕丰,易方达基金管理有限公司,Bond,张清华,张雅君,,,
519671,银河300,银河基金管理有限公司,Stock,罗博,,,,
519976,长信可转债C,长信基金管理有限责任公司,Bond,李家春,吴晖,,,
519682,交银增利C,交银施罗德基金管理有限公司,Bond,魏玉敏,于海颖,,,
82,嘉实研究,嘉实基金管理有限公司,Stock,张丹华,张露,,,
182,景顺金利C,景顺长城基金管理有限公司,Bond,袁媛,,,,
149,华安双债A,华安基金管理有限公司,Bond,贺涛,朱才敏,,,
270049,广发纯债C,广发基金管理有限公司,Bond,张芊,,,,
257040,国联安红利,国联安基金管理有限公司,Hybrid,徐俊,郑青,,,
377240,上投新兴A,上投摩根基金管理有限公司,Hybrid,杜猛,,,,
40040,华安纯债A,华安基金管理有限公司,Bond,苏玉平,郑如熙,,,
510440,大成中证500沪市ETF,大成基金管理有限公司,Stock,苏秉毅,,,,
47,华夏双债A,华夏基金管理有限公司,Bond,柳万军,,,,
347,建信安心回报C,建信基金管理有限责任公司,Bond,黎颖芳,闫晗,,,
147,易方达高等债A,易方达基金管理有限公司,Bond,胡剑,林森,,,
519078,汇添富增收A,汇添富基金管理股份有限公司,Bond,陆文磊,徐光,,,
519678,银河消费,银河基金管理有限公司,Hybrid,卢轶乔,,,,
470078,汇添富增收C,汇添富基金管理股份有限公司,Bond,陆文磊,徐光,,,
360013,光大信用A,光大保德信基金管理有限公司,Bond,周华,,,,
90013,大成竞争,大成基金管理有限公司,Hybrid,李本刚,周志超,,,
519013,海富通优势,海富通基金管理有限公司,Hybrid,王金祥,,,,
161613,融通创业板A/B,融通基金管理有限公司,Stock,蔡志伟,,,,
165313,建信优势,建信基金管理有限责任公司,Hybrid,姜锋,,,,
128013,国投纯债B,国投瑞银基金管理有限公司,Bond,,,,,
675013,西部双利C,西部利得基金管理有限公司,Bond,韩丽楠,林静,,,
110013,易方达科翔,易方达基金管理有限公司,Hybrid,陈皓,,,,
161213,国投消费,国投瑞银基金管理有限公司,Stock,赵建,,,,
180013,银华领先,银华基金管理股份有限公司,Hybrid,倪明,苏静然,,,
113,嘉实如意宝A/B,嘉实基金管理有限公司,Bond,刘宁,,,,
313,华安量化C,华安基金管理有限公司,Stock,孙晨进,许之彦,,,
233013,大摩多元C,摩根士丹利华鑫基金管理有限公司,Bond,李轶,,,,
161713,招商信用,招商基金管理有限公司,Bond,向霈,,,,
519113,浦银生活,浦银安盛基金管理有限公司,Hybrid,吴勇,,,,
217013,招商小盘,招商基金管理有限公司,Hybrid,韩冰,,,,
240013,华宝债券B,华宝基金管理有限公司,Bond,李栋梁,詹杰,,,
481013,工银消费,工银瑞信基金管理有限公司,Hybrid,王筱苓,,,,
70013,嘉实精选A,嘉实基金管理有限公司,Hybrid,张丹华,张露,,,
159913,交银300价值ETF,交银施罗德基金管理有限公司,Stock,蔡铮,,,,
202213,南方核心,南方基金管理股份有限公司,Hybrid,卢玉珊,,,,
1013,华夏希望C,华夏基金管理有限公司,Bond,何家琪,,,,
160613,鹏华创新,鹏华基金管理有限公司,Hybrid,伍旋,,,,
162213,泰达沪深300A,泰达宏利基金管理有限公司,Stock,刘洋,,,,
200013,长城增利A,长城基金管理有限公司,Bond,马强,,,,
660013,农银添利,农银汇理基金管理有限公司,Bond,姚臻,,,,
40013,华安强债B,华安基金管理有限公司,Bond,苏玉平,,,,
160513,博时稳健A,博时基金管理有限公司,Bond,邓欣雨,,,,
121013,国投纯债A,国投瑞银基金管理有限公司,Bond,,,,,
50013,博时超大ETF联接,博时基金管理有限公司,Stock,万琼,,,,
161813,银华信用,银华基金管理股份有限公司,Bond,,,,,
200113,长城增利C,长城基金管理有限公司,Bond,马强,,,,
414,嘉实绝对收益,嘉实基金管理有限公司,Hybrid,刘斌,,,,
161614,融通添利,融通基金管理有限公司,Bond,王超,余志勇,,,
360014,光大信用C,光大保德信基金管理有限公司,Bond,周华,,,,
485014,工银添颐B,工银瑞信基金管理有限公司,Bond,杜海涛,景晓达,宋炳珅,,
240014,华宝100A,华宝基金管理有限公司,Stock,陈建华,,,,
519714,交银新驱动,交银施罗德基金管理有限公司,Stock,韩威俊,,,,
485114,工银添颐A,工银瑞信基金管理有限公司,Bond,杜海涛,景晓达,宋炳珅,,
314,招商瑞丰A,招商基金管理有限公司,Hybrid,王刚,,,,
290014,泰信现代,泰信基金管理有限公司,Hybrid,王博强,,,,
162214,泰达领先,泰达宏利基金管理有限公司,Hybrid,庄腾飞,,,,
50014,博时创业A,博时基金管理有限公司,Hybrid,韩茂华,,,,
160314,华夏行业,华夏基金管理有限公司,Hybrid,孙彬,,,,
162714,广发100,广发基金管理有限公司,Stock,罗国庆,,,,
160514,博时稳健C,博时基金管理有限公司,Bond,邓欣雨,,,,
50022,博时回报,博时基金管理有限公司,Hybrid,肖瑞瑾,,,,
163822,中银主题,中银基金管理有限公司,Hybrid,陈军,黄珺,,,
40022,华安可转债A,华安基金管理有限公司,Bond,贺涛,,,,
159922,嘉实中证500ETF,嘉实基金管理有限公司,Stock,陈正宪,何如,,,
70022,嘉实领先,嘉实基金管理有限公司,Hybrid,邵秋涛,,,,
240022,华宝资源,华宝基金管理有限公司,Hybrid,蔡目荣,,,,
217022,招商产业债A,招商基金管理有限公司,Bond,马龙,,,,
122,汇添富实业债A,汇添富基金管理股份有限公司,Bond,蒋文玲,曾刚,,,
370022,上投添利B,上投摩根基金管理有限公司,Bond,唐瑭,,,,
270022,广发内需,广发基金管理有限公司,Hybrid,王明旭,,,,
110022,易方达消费,易方达基金管理有限公司,Stock,萧楠,,,,
161022,富国创业板,富国基金管理有限公司,Stock,方旻,王保合,,,
100022,富国天瑞,富国基金管理有限公司,Hybrid,厉叶淼,,,,
222,汇添富年年利C,汇添富基金管理股份有限公司,Bond,徐光,,,,
40025,华安科技,华安基金管理有限公司,Hybrid,谢振东,,,,
161825,银华800,银华基金管理股份有限公司,Stock,,,,,
202025,南方380ETF联接A,南方基金管理股份有限公司,Stock,孙伟,,,,
70025,嘉实信用债A,嘉实基金管理有限公司,Bond,胡永青,,,,
159925,南方300ETF,南方基金管理股份有限公司,Stock,罗文杰,,,,
519725,交银双轮动C,交银施罗德基金管理有限公司,Bond,唐赟,,,,
25,大摩双利C,摩根士丹利华鑫基金管理有限公司,Bond,张雪,,,,
519025,海富通领先,海富通基金管理有限公司,Hybrid,李志,,,,
161625,融通可转债C,融通基金管理有限公司,Bond,许富强,,,,
270025,广发行业A,广发基金管理有限公司,Hybrid,程琨,李琛,,,
180025,银华双利A,银华基金管理股份有限公司,Bond,贾鹏,孙慧,,,
110025,易方达资源,易方达基金管理有限公司,Hybrid,兰传杰,,,,
